t,cycle,phase,kpa,amp
48.83,4,approach,0.04,0.08
48.88,4,approach,0.04,0.08
48.93,4,approach,0.06,0.08
48.98,4,approach,0.04,0.08
49.02,4,approach,0.05,0.0
49.07,4,approach,0.05,0.08
49.12,4,approach,0.04,0.0
49.17,4,approach,0.05,0.16
49.21,4,approach,0.04,0.0
49.26,4,approach,0.05,0.08
49.31,4,approach,0.06,0.0
49.36,4,approach,0.04,0.0
49.4,4,approach,0.06,0.08
49.45,4,approach,0.04,0.0
49.5,4,approach,0.06,0.08
49.55,4,approach,0.05,0.0
49.6,4,approach,0.04,0.08
49.64,4,approach,0.04,0.0
49.69,4,approach,0.05,0.0
49.74,4,approach,0.04,0.08
49.79,4,approach,0.04,0.0
49.85,4,approach,0.06,0.08
49.89,4,approach,0.05,0.08
49.94,4,approach,0.05,0.08
49.99,4,approach,0.06,0.08
50.04,4,approach,0.05,0.08
50.09,4,approach,0.04,0.08
50.14,4,approach,0.06,0.08
50.19,4,approach,0.04,0.16
50.24,4,approach,0.06,0.08
50.28,4,approach,0.05,0.16
50.33,4,press,0.04,0.08
50.38,4,press,0.06,0.08
50.43,4,press,0.06,0.16
50.48,4,press,0.07,0.08
50.52,4,press,0.05,0.08
50.57,4,press,0.04,0.08
50.62,4,press,0.06,0.16
50.67,4,press,0.05,0.16
50.72,4,press,0.06,0.16
50.77,4,press,0.05,0.16
50.82,4,press,0.05,0.16
50.87,4,press,0.06,0.08
50.92,4,press,0.06,0.16
50.96,4,press,0.04,0.24
51.01,4,press,0.09,0.24
51.06,4,press,0.06,0.16
51.1,4,press,0.06,0.24
51.15,4,press,0.06,0.24
51.2,4,press,0.06,0.33
51.25,4,press,0.05,0.16
51.3,4,press,0.06,0.24
51.34,4,press,0.06,0.16
51.39,4,press,0.05,0.08
51.44,4,press,0.04,0.33
51.49,4,press,0.06,0.33
51.54,4,press,0.06,0.33
51.58,4,press,0.06,0.16
51.63,4,press,0.04,0.49
51.68,4,press,0.05,0.33
51.74,4,press,0.06,0.24
51.78,4,press,0.06,0.33
51.83,4,press,0.09,0.41
51.88,4,press,0.06,0.33
51.92,4,press,0.06,0.24
51.97,4,press,0.09,0.41
52.02,4,press,0.06,0.41
52.07,4,press,0.03,0.57
52.12,4,press,0.06,0.57
52.17,4,press,0.07,0.41
52.22,4,press,0.06,0.33
52.26,4,press,0.04,0.41
52.31,4,press,0.06,0.33
52.35,4,press,0.04,0.24
52.39,4,press,0.04,0.41
52.44,4,press,0.04,0.33
52.48,4,press,0.06,0.16
52.52,4,press,0.04,0.24
52.57,4,press,0.05,0.33
52.62,4,press,0.05,0.33
52.66,4,press,0.05,0.49
52.71,4,press,0.06,0.41
52.75,4,press,0.03,0.33
52.79,4,press,0.05,0.41
52.84,4,press,0.05,0.41
52.88,4,press,0.06,0.24
52.93,4,press,0.06,0.41
52.98,4,press,-33.71,0.24
53.04,4,press,-56.56,0.24
53.09,4,hold,-68.57,0.08
53.18,4,hold,-71.57,0.16
53.26,4,hold,-71.36,0.24
53.35,4,hold,-71.26,0.16
53.43,4,hold,-71.19,0.08
53.52,4,hold,-71.12,0.16
53.61,4,hold,-71.06,0.16
53.69,4,hold,-71.04,0.24
53.78,4,hold,-70.98,0.16
53.86,4,hold,-70.95,0.24
53.95,4,hold,-70.91,0.08
54.03,4,hold,-70.87,0.08
54.12,4,hold,-70.85,0.24
54.2,4,hold,-70.81,0.16
54.29,4,hold,-70.81,0.16
54.38,4,hold,-70.77,0.16
54.46,4,hold,-70.75,0.16
54.55,4,hold,-70.72,0.16
54.64,4,hold,-70.69,0.24
54.72,4,hold,-70.66,0.08
54.81,4,hold,-70.63,0.24
54.89,4,hold,-70.6,0.16
54.98,4,hold,-70.57,0.16
55.06,4,hold,-70.58,0.08
55.15,4,hold,-70.56,0.16
55.23,4,hold,-70.52,0.08
55.32,4,hold,-70.51,0.16
55.4,4,hold,-70.49,0.08
55.49,4,hold,-70.46,0.24
55.57,4,hold,-70.45,0.16
55.66,4,hold,-70.42,0.16
55.75,4,hold,-70.39,0.16
55.83,4,hold,-70.41,0.08
55.92,4,hold,-70.37,0.16
56.01,4,hold,-70.36,0.16
56.09,4,hold,-70.34,0.16
56.18,4,hold,-70.31,0.08
56.26,4,hold,-70.31,0.24
56.35,4,hold,-70.28,0.16
56.43,4,hold,-70.27,0.08
56.52,4,hold,-70.26,0.16
56.6,4,hold,-70.23,0.08
56.69,4,hold,-70.24,0.16
56.77,4,hold,-70.19,0.16
56.86,4,hold,-70.21,0.16
56.94,4,hold,-70.17,0.24
57.03,4,hold,-70.15,0.16
57.12,4,hold,-70.13,0.08
57.2,4,hold,-70.12,0.24
57.29,4,hold,-70.12,0.08
57.37,4,hold,-70.08,0.16
57.46,4,hold,-70.07,0.16
57.54,4,hold,-70.06,0.16
57.63,4,hold,-70.03,0.16
57.72,4,hold,-70.04,0.24
57.8,4,hold,-69.98,0.24
57.89,4,hold,-69.99,0.16
57.97,4,hold,-69.96,0.24
58.06,4,hold,-69.99,0.16
58.14,4,vent,-69.95,0.16
58.18,4,vent,-0.76,0.16
58.22,4,vent,0.03,0.16
58.27,4,vent,0.01,0.24
58.31,4,vent,0.04,0.16
58.36,4,vent,0.04,0.24
58.41,4,vent,0.05,0.24
58.45,4,vent,0.05,0.16
58.49,4,vent,0.04,0.24
58.54,4,vent,0.04,0.16
58.58,4,vent,0.04,0.33
58.62,4,vent,0.04,0.16
58.67,4,vent,0.05,0.16
58.71,4,vent,0.04,0.24
58.76,4,vent,0.05,0.16
58.8,4,vent,0.04,0.08
58.85,4,vent,0.03,0.24
58.89,4,vent,0.03,0.16
58.93,4,vent,0.01,0.08
58.98,4,vent,0.04,0.16
59.03,4,vent,0.0,0.24
59.08,4,lift,0.04,0.24
59.13,4,lift,0.04,0.08
59.17,4,lift,0.01,0.16
59.22,4,lift,0.01,0.08
59.27,4,lift,0.01,0.08
59.31,4,lift,0.03,0.16
59.36,4,lift,0.01,0.08
59.41,4,lift,-0.04,0.08
59.46,4,lift,-0.05,0.08
59.51,4,lift,0.01,0.08
59.55,4,lift,0.02,0.08
59.6,4,lift,0.02,0.0
59.65,4,lift,-0.03,0.08
59.7,4,lift,0.01,0.08
59.75,4,lift,0.01,0.08
59.79,4,lift,0.01,0.08
59.84,4,lift,0.02,0.08
59.89,4,lift,-0.01,0.08
59.93,4,lift,0.01,0.08
59.98,4,lift,0.02,0.08
60.03,4,lift,-0.01,0.08
60.08,4,lift,0.02,0.0
60.13,4,lift,0.02,0.08
60.18,4,lift,0.03,0.0
60.23,4,lift,0.03,0.08
60.28,4,lift,0.04,0.08
60.33,4,lift,0.02,0.08
60.37,4,lift,0.05,0.08
60.42,4,lift,0.03,0.08
60.47,4,lift,0.05,0.08
60.52,4,lift,0.04,0.08
60.57,4,lift,0.04,0.24
60.62,4,lift,0.04,0.08
60.67,4,lift,0.03,0.16
60.71,4,lift,0.04,0.08
60.76,4,lift,0.04,0.08
60.81,4,lift,0.03,0.08
60.86,4,lift,0.05,0.08
60.91,4,lift,0.03,0.08
60.96,4,lift,0.01,0.08
61.0,4,lift,0.04,0.08
61.05,4,lift,0.03,0.08
61.1,4,lift,0.04,0.08
61.15,4,lift,0.01,0.16
61.19,4,lift,0.04,0.16
61.24,4,lift,0.04,0.08
61.29,4,lift,0.03,0.08
61.34,4,lift,0.05,0.08
61.39,4,lift,0.03,0.08
61.44,4,lift,0.05,0.08
61.49,5,precharge,0.04,0.08
61.56,5,precharge,0.04,0.0
61.64,5,precharge,0.03,0.0
61.71,5,precharge,0.05,0.0
61.79,5,precharge,0.03,0.0
61.86,5,precharge,0.03,0.0
61.94,5,precharge,0.03,0.0
62.01,5,precharge,0.04,0.0
62.08,5,precharge,0.04,0.0
62.16,5,precharge,0.04,0.0
62.23,5,precharge,0.04,0.0
62.31,5,precharge,0.04,0.0
62.38,5,precharge,0.04,0.0
62.46,5,precharge,0.04,0.0
62.53,5,precharge,0.04,0.0
62.61,5,precharge,0.04,0.0
62.68,5,precharge,0.04,0.08
62.75,5,precharge,0.03,0.08
62.83,5,precharge,0.04,0.08
62.91,5,precharge,0.04,0.0
62.98,5,precharge,0.02,0.0
63.06,5,approach,0.05,0.0
63.11,5,approach,0.04,0.0
63.15,5,approach,0.03,0.0
63.2,5,approach,0.04,0.08
63.25,5,approach,0.04,0.08
63.3,5,approach,0.02,0.0
63.35,5,approach,0.03,0.08
63.4,5,approach,0.02,0.0
63.44,5,approach,0.04,0.08
63.49,5,approach,0.03,0.0
63.54,5,approach,0.04,0.08
63.59,5,approach,0.04,0.08
63.63,5,approach,0.05,0.0
63.68,5,approach,0.04,0.0
63.73,5,approach,0.01,0.0
63.77,5,approach,0.04,0.08
63.82,5,approach,0.03,0.0
63.87,5,approach,0.03,0.0
63.92,5,approach,0.05,0.08
63.96,5,approach,0.03,0.0
64.01,5,approach,0.04,0.08
64.06,5,approach,0.02,0.08
64.1,5,approach,0.04,0.0
64.15,5,approach,0.05,0.08
64.2,5,approach,0.04,0.08
64.24,5,approach,0.03,0.0
64.29,5,approach,0.04,0.0
64.34,5,approach,0.04,0.08
64.39,5,approach,0.03,0.08
64.44,5,approach,0.03,0.0
64.49,5,approach,0.04,0.0
64.54,5,approach,0.03,0.08
64.58,5,approach,0.03,0.0
64.63,5,approach,0.06,0.08
64.68,5,approach,0.05,0.08
64.72,5,approach,0.03,0.08
64.77,5,approach,0.04,0.08
64.82,5,approach,0.04,0.0
64.87,5,approach,0.04,0.08
64.92,5,approach,0.04,0.0
64.97,5,approach,0.04,0.08
65.01,5,approach,0.03,0.08
65.06,5,approach,0.05,0.08
65.11,5,approach,0.05,0.08
65.15,5,approach,0.04,0.08
65.2,5,approach,0.04,0.08
65.25,5,approach,0.04,0.08
65.3,5,approach,0.05,0.08
65.35,5,approach,0.05,0.08
65.4,5,approach,0.04,0.08
65.44,5,press,0.05,0.16
65.49,5,press,0.06,0.08
65.54,5,press,0.04,0.08
65.59,5,press,0.04,0.08
65.64,5,press,0.04,0.08
65.68,5,press,0.05,0.16
65.73,5,press,0.05,0.16
65.78,5,press,0.04,0.08
65.83,5,press,0.04,0.16
65.88,5,press,0.04,0.16
65.92,5,press,0.04,0.16
65.97,5,press,0.06,0.16
66.02,5,press,0.04,0.16
66.07,5,press,0.05,0.16
66.11,5,press,0.04,0.24
66.16,5,press,0.05,0.16
66.21,5,press,0.05,0.16
66.26,5,press,0.06,0.24
66.3,5,press,0.04,0.24
66.35,5,press,0.02,0.08
66.4,5,press,0.04,0.24
66.45,5,press,0.04,0.16
66.49,5,press,0.04,0.16
66.54,5,press,0.04,0.16
66.59,5,press,0.05,0.16
66.63,5,press,0.04,0.33
66.68,5,press,0.06,0.24
66.73,5,press,0.05,0.24
66.78,5,press,0.04,0.24
66.83,5,press,0.05,0.33
66.88,5,press,0.04,0.41
66.93,5,press,0.06,0.33
66.97,5,press,0.01,0.16
67.02,5,press,0.03,0.49
67.07,5,press,0.02,0.24
67.12,5,press,0.03,0.49
67.17,5,press,0.05,0.16
67.21,5,press,0.04,0.33
67.26,5,press,0.05,0.41
67.31,5,press,0.04,0.41
67.36,5,press,0.03,0.49
67.4,5,press,0.04,0.41
67.45,5,press,0.04,0.24
67.5,5,press,0.03,0.24
67.54,5,press,0.04,0.16
67.58,5,press,0.05,0.16
67.63,5,press,0.04,0.33
67.67,5,press,0.04,0.41
67.72,5,press,0.06,0.33
67.76,5,press,0.04,0.16
67.81,5,press,0.04,0.41
67.85,5,press,0.05,0.24
67.89,5,press,0.04,0.24
67.94,5,press,0.04,0.41
67.98,5,press,0.04,0.24
68.04,5,press,-33.92,0.16
68.09,5,press,-56.39,0.16
68.15,5,hold,-68.59,0.24
68.24,5,hold,-72.03,0.24
68.32,5,hold,-71.84,0.16
68.41,5,hold,-71.73,0.33
68.49,5,hold,-71.67,0.24
68.58,5,hold,-71.62,0.16
68.66,5,hold,-71.57,0.16
68.75,5,hold,-71.51,0.24
68.83,5,hold,-71.46,0.16
68.92,5,hold,-71.42,0.24
69.01,5,hold,-71.39,0.16
69.09,5,hold,-71.35,0.16
69.18,5,hold,-71.32,0.16
69.26,5,hold,-71.3,0.24
69.35,5,hold,-71.26,0.16
69.43,5,hold,-71.24,0.08
69.52,5,hold,-71.21,0.16
69.6,5,hold,-71.19,0.24
69.69,5,hold,-71.15,0.08
69.78,5,hold,-71.12,0.24
69.86,5,hold,-71.1,0.16
69.95,5,hold,-71.06,0.08
70.03,5,hold,-71.04,0.16
70.12,5,hold,-71.04,0.16
70.2,5,hold,-71.01,0.08
70.29,5,hold,-70.99,0.24
70.38,5,hold,-70.96,0.24
70.47,5,hold,-70.96,0.24
70.55,5,hold,-70.92,0.08
70.64,5,hold,-70.91,0.08
70.72,5,hold,-70.89,0.08
70.81,5,hold,-70.88,0.08
70.89,5,hold,-70.86,0.16
70.98,5,hold,-70.82,0.16
71.07,5,hold,-70.79,0.16
71.15,5,hold,-70.81,0.16
71.24,5,hold,-70.77,0.16
71.32,5,hold,-70.77,0.24
71.41,5,hold,-70.76,0.16
71.49,5,hold,-70.71,0.16
71.58,5,hold,-70.71,0.16
71.66,5,hold,-70.69,0.16
71.75,5,hold,-70.66,0.24
71.83,5,hold,-70.66,0.16
71.92,5,hold,-70.63,0.16
72.01,5,hold,-70.63,0.16
72.09,5,hold,-70.59,0.16
72.18,5,hold,-70.6,0.16
72.26,5,hold,-70.57,0.16
72.35,5,hold,-70.57,0.16
72.44,5,hold,-70.54,0.16
72.52,5,hold,-70.55,0.08
72.61,5,hold,-70.52,0.16
72.69,5,hold,-70.49,0.24
72.78,5,hold,-70.48,0.24
72.86,5,hold,-70.46,0.16
72.95,5,hold,-70.46,0.24
73.03,5,hold,-70.42,0.16
73.12,5,hold,-70.43,0.24
73.19,5,vent,-70.4,0.24
73.24,5,vent,-0.82,0.16
73.28,5,vent,0.04,0.24
73.33,5,vent,0.03,0.24
73.37,5,vent,0.04,0.16
73.42,5,vent,0.03,0.16
73.46,5,vent,0.04,0.16
73.5,5,vent,0.04,0.16
73.55,5,vent,0.03,0.24
73.6,5,vent,0.06,0.16
73.64,5,vent,0.03,0.16
73.69,5,vent,0.03,0.24
73.73,5,vent,0.04,0.16
73.77,5,vent,0.04,0.24
73.82,5,vent,0.04,0.16
73.86,5,vent,0.02,0.24
73.91,5,vent,0.06,0.16
73.95,5,vent,0.04,0.16
74.0,5,vent,0.04,0.16
74.05,5,vent,0.05,0.24
74.1,5,lift,0.03,0.24
74.15,5,lift,0.02,0.16
74.2,5,lift,0.03,0.16
74.25,5,lift,0.02,0.0
74.29,5,lift,0.01,0.16
74.34,5,lift,0.04,0.08
74.39,5,lift,0.01,0.08
74.44,5,lift,0.02,0.08
74.48,5,lift,-0.06,0.08
74.53,5,lift,0.01,0.08
74.58,5,lift,0.01,0.08
74.63,5,lift,0.05,0.08
74.68,5,lift,0.02,0.08
74.73,5,lift,-0.02,0.08
74.78,5,lift,0.05,0.08
74.83,5,lift,0.01,0.16
74.88,5,lift,-0.01,0.08
74.93,5,lift,0.03,0.08
74.97,5,lift,0.03,0.08
75.02,5,lift,0.03,0.08
75.07,5,lift,0.01,0.08
75.11,5,lift,0.04,0.08
75.16,5,lift,0.01,0.08
75.21,5,lift,0.05,0.08
75.26,5,lift,0.04,0.08
75.3,5,lift,0.06,0.0
75.35,5,lift,0.04,0.08
75.4,5,lift,0.03,0.08
75.45,5,lift,0.04,0.08
75.5,5,lift,0.02,0.08
75.54,5,lift,0.06,0.08
75.59,5,lift,0.04,0.16
75.64,5,lift,0.05,0.08
75.69,5,lift,0.04,0.08
75.74,5,lift,0.05,0.08
75.79,5,lift,0.01,0.16
75.83,5,lift,0.05,0.08
75.88,5,lift,0.03,0.16
75.93,5,lift,0.01,0.08
75.98,5,lift,0.03,0.08
76.03,5,lift,0.03,0.16
76.08,5,lift,0.05,0.08
76.12,5,lift,0.04,0.08
76.17,5,lift,0.02,0.08
76.22,5,lift,0.05,0.08
76.27,5,lift,0.04,0.08
76.31,5,lift,0.03,0.08
76.36,5,lift,0.05,0.08
76.41,5,lift,0.04,0.16
76.45,5,lift,0.03,0.08
76.5,6,precharge,0.04,0.08
76.57,6,precharge,0.03,0.0
76.65,6,precharge,0.04,0.0
76.72,6,precharge,0.03,0.0
76.79,6,precharge,0.04,0.0
76.87,6,precharge,0.06,0.08
76.94,6,precharge,0.03,0.0
77.02,6,precharge,0.03,0.0
77.09,6,precharge,0.05,0.0
77.17,6,precharge,0.04,0.0
77.24,6,precharge,0.06,0.0
77.32,6,precharge,0.04,0.0
77.39,6,precharge,0.01,0.08
77.47,6,precharge,0.04,0.0
77.54,6,precharge,0.05,0.08
77.62,6,precharge,0.04,0.0
77.69,6,precharge,0.04,0.0
77.77,6,precharge,0.05,0.0
77.84,6,precharge,0.05,0.0
77.91,6,precharge,0.04,0.0
77.99,6,precharge,0.04,0.0
78.07,6,approach,0.06,0.0
78.11,6,approach,0.05,0.0
78.16,6,approach,0.03,0.0
78.21,6,approach,0.04,0.08
78.26,6,approach,0.04,0.0
78.3,6,approach,0.02,0.0
78.35,6,approach,0.05,0.0
78.4,6,approach,0.04,0.0
78.45,6,approach,0.05,0.08
78.49,6,approach,0.03,0.08
78.54,6,approach,0.05,0.0
78.59,6,approach,0.06,0.0
78.64,6,approach,0.03,0.08
78.68,6,approach,0.05,0.0
78.73,6,approach,0.05,0.08
78.78,6,approach,0.04,0.0
78.82,6,approach,0.04,0.0
78.87,6,approach,0.04,0.08
78.92,6,approach,0.03,0.08
78.96,6,approach,0.04,0.0
79.01,6,approach,0.04,0.0
79.06,6,approach,0.04,0.0
79.11,6,approach,0.06,0.08
79.15,6,approach,0.04,0.08
79.2,6,approach,0.03,0.08
79.25,6,approach,0.04,0.0
79.3,6,approach,0.06,0.08
79.34,6,approach,0.04,0.08
79.39,6,approach,0.04,0.08
79.44,6,approach,0.05,0.0
79.49,6,approach,0.03,0.08
79.54,6,approach,0.04,0.0
79.58,6,approach,0.04,0.0
79.63,6,approach,0.04,0.0
79.68,6,approach,0.04,0.08
79.73,6,approach,0.05,0.08
79.78,6,approach,0.04,0.08
79.82,6,approach,0.04,0.08
79.87,6,approach,0.04,0.08
79.92,6,approach,0.04,0.08
79.97,6,approach,0.05,0.08
80.02,6,approach,0.04,0.08
80.07,6,approach,0.04,0.08
80.12,6,approach,0.05,0.08
80.16,6,approach,0.03,0.08
80.21,6,approach,0.04,0.08
80.25,6,approach,0.04,0.08
80.3,6,approach,0.04,0.08
80.35,6,approach,0.04,0.16
80.4,6,approach,0.04,0.08
80.45,6,press,0.04,0.08
80.5,6,press,0.04,0.08
80.55,6,press,0.05,0.08
80.59,6,press,0.06,0.16
80.64,6,press,0.04,0.08
80.69,6,press,0.05,0.08
80.74,6,press,0.06,0.16
80.79,6,press,0.04,0.16
80.83,6,press,0.04,0.16
80.88,6,press,0.04,0.16
80.93,6,press,0.03,0.16
80.98,6,press,0.04,0.16
81.02,6,press,0.05,0.16
81.07,6,press,0.04,0.16
81.12,6,press,0.03,0.16
81.17,6,press,0.06,0.16
81.22,6,press,0.06,0.24
81.26,6,press,0.04,0.33
81.31,6,press,0.05,0.16
81.36,6,press,0.04,0.16
81.41,6,press,0.03,0.41
81.46,6,press,0.04,0.24
81.51,6,press,0.03,0.16
81.56,6,press,0.06,0.16
81.6,6,press,0.04,0.33
81.65,6,press,0.04,0.24
81.7,6,press,0.04,0.24
81.75,6,press,0.03,0.16
81.79,6,press,0.04,0.41
81.84,6,press,0.05,0.57
81.89,6,press,0.04,0.16
81.94,6,press,0.04,0.33
81.98,6,press,0.05,0.24
82.03,6,press,0.03,0.24
82.08,6,press,0.04,0.33
82.13,6,press,0.03,0.49
82.17,6,press,0.04,0.33
82.22,6,press,0.04,0.41
82.27,6,press,0.05,0.49
82.32,6,press,0.05,0.16
82.36,6,press,0.05,0.33
82.41,6,press,0.04,0.41
82.45,6,press,0.02,0.16
82.5,6,press,0.04,0.24
82.54,6,press,0.03,0.33
82.58,6,press,0.05,0.24
82.63,6,press,0.05,0.33
82.67,6,press,0.02,0.33
82.72,6,press,0.03,0.33
82.76,6,press,0.03,0.41
82.81,6,press,0.04,0.24
82.85,6,press,0.04,0.24
82.9,6,press,0.06,0.33
82.94,6,press,0.03,0.33
82.99,6,press,0.04,0.24
83.04,6,press,-33.3,0.33
83.1,6,press,-55.72,0.08
83.16,6,hold,-68.32,0.16
83.24,6,hold,-72.39,0.16
83.33,6,hold,-72.21,0.16
83.41,6,hold,-72.11,0.08
83.5,6,hold,-72.02,0.16
83.58,6,hold,-71.97,0.16
83.67,6,hold,-71.92,0.16
83.76,6,hold,-71.88,0.08
83.84,6,hold,-71.85,0.16
83.93,6,hold,-71.78,0.08
84.01,6,hold,-71.76,0.16
84.1,6,hold,-71.73,0.16
84.18,6,hold,-71.71,0.16
84.27,6,hold,-71.67,0.08
84.36,6,hold,-71.64,0.08
84.44,6,hold,-71.62,0.16
84.53,6,hold,-71.59,0.16
84.61,6,hold,-71.56,0.08
84.7,6,hold,-71.53,0.16
84.78,6,hold,-71.5,0.16
84.87,6,hold,-71.47,0.16
84.95,6,hold,-71.46,0.08
85.04,6,hold,-71.45,0.08
85.13,6,hold,-71.41,0.08
85.21,6,hold,-71.39,0.16
85.3,6,hold,-71.39,0.08
85.38,6,hold,-71.35,0.16
85.47,6,hold,-71.33,0.16
85.56,6,hold,-71.33,0.16
85.64,6,hold,-71.29,0.16
85.73,6,hold,-71.26,0.16
85.81,6,hold,-71.26,0.08
85.9,6,hold,-71.24,0.16
85.98,6,hold,-71.22,0.16
86.07,6,hold,-71.21,0.08
86.15,6,hold,-71.19,0.16
86.24,6,hold,-71.18,0.08
86.32,6,hold,-71.16,0.16
86.41,6,hold,-71.12,0.08
86.5,6,hold,-71.12,0.16
86.58,6,hold,-71.11,0.16
86.67,6,hold,-71.1,0.16
86.75,6,hold,-71.08,0.16
86.84,6,hold,-71.04,0.16
86.92,6,hold,-71.04,0.08
87.01,6,hold,-71.04,0.16
87.09,6,hold,-71.0,0.08
87.18,6,hold,-70.98,0.08
87.26,6,hold,-70.98,0.16
87.35,6,hold,-70.96,0.16
87.44,6,hold,-70.95,0.08
87.52,6,hold,-70.92,0.16
87.61,6,hold,-70.93,0.16
87.69,6,hold,-70.9,0.08
87.78,6,hold,-70.89,0.16
87.87,6,hold,-70.87,0.16
87.95,6,hold,-70.86,0.16
88.04,6,hold,-70.83,0.16
88.12,6,hold,-70.84,0.16
88.2,6,vent,-70.8,0.08
88.24,6,vent,-0.83,0.16
88.28,6,vent,0.04,0.08
88.33,6,vent,0.03,0.16
88.37,6,vent,0.04,0.16
88.42,6,vent,0.04,0.16
88.46,6,vent,0.05,0.16
88.51,6,vent,0.04,0.24
88.55,6,vent,0.02,0.16
88.59,6,vent,0.02,0.16
88.64,6,vent,0.03,0.16
88.68,6,vent,0.03,0.16
88.73,6,vent,0.04,0.16
88.77,6,vent,0.04,0.16
88.82,6,vent,0.01,0.16
88.86,6,vent,0.03,0.16
88.91,6,vent,0.04,0.16
88.95,6,vent,0.04,0.24
88.99,6,vent,0.03,0.16
89.05,6,vent,0.04,0.16
89.1,6,lift,0.03,0.24
89.14,6,lift,0.01,0.16
89.19,6,lift,0.02,0.16
89.24,6,lift,0.04,0.16
89.28,6,lift,0.03,0.08
89.33,6,lift,0.03,0.08
89.38,6,lift,0.03,0.08
89.42,6,lift,0.02,0.08
89.47,6,lift,-0.05,0.08
89.52,6,lift,0.03,0.08
89.57,6,lift,0.02,0.08
89.61,6,lift,0.01,0.0
89.66,6,lift,0.01,0.08
89.71,6,lift,0.02,0.08
89.76,6,lift,0.02,0.08
89.81,6,lift,0.01,0.08
89.85,6,lift,0.01,0.08
89.9,6,lift,0.03,0.08
89.95,6,lift,0.01,0.08
90.0,6,lift,0.01,0.08
90.05,6,lift,0.02,0.16
90.09,6,lift,0.02,0.0
90.14,6,lift,0.04,0.0
90.19,6,lift,0.01,0.08
90.24,6,lift,0.04,0.08
90.29,6,lift,0.04,0.08
90.34,6,lift,0.04,0.08
90.39,6,lift,0.04,0.08
90.44,6,lift,0.03,0.08
90.48,6,lift,0.06,0.08
90.53,6,lift,0.05,0.08
90.58,6,lift,0.04,0.08
90.62,6,lift,0.04,0.08
90.67,6,lift,0.05,0.08
90.72,6,lift,0.04,0.16
90.76,6,lift,0.03,0.08
90.81,6,lift,0.04,0.08
90.86,6,lift,0.04,0.08
90.91,6,lift,0.04,0.08
90.96,6,lift,0.04,0.08
91.01,6,lift,0.04,0.08
91.05,6,lift,0.05,0.08
91.1,6,lift,0.05,0.08
91.15,6,lift,0.06,0.08
91.2,6,lift,0.05,0.16
91.24,6,lift,0.04,0.08
91.29,6,lift,0.04,0.08
91.34,6,lift,0.04,0.08
91.39,6,lift,0.04,0.08
91.43,6,lift,0.06,0.08
91.48,7,precharge,0.04,0.08
91.55,7,precharge,0.04,0.0
91.63,7,precharge,0.04,0.0
91.7,7,precharge,0.03,0.0
91.78,7,precharge,0.05,0.08
91.85,7,precharge,0.04,0.08
91.93,7,precharge,0.04,0.0
92.0,7,precharge,0.04,0.0
92.08,7,precharge,0.04,0.0
92.15,7,precharge,0.05,0.0
92.23,7,precharge,0.03,0.0
92.3,7,precharge,0.04,0.0
92.37,7,precharge,0.04,0.0
92.45,7,precharge,0.06,0.0
92.52,7,precharge,0.04,0.0
92.6,7,precharge,0.05,0.0
92.67,7,precharge,0.04,0.0
92.74,7,precharge,0.04,0.08
92.82,7,precharge,0.04,0.08
92.9,7,precharge,0.04,0.08
92.97,7,precharge,0.04,0.0
93.05,7,approach,0.04,0.0
93.09,7,approach,0.04,0.0
93.14,7,approach,0.04,0.0
93.19,7,approach,0.04,0.0
93.24,7,approach,0.03,0.0
93.29,7,approach,0.05,0.0
93.33,7,approach,0.06,0.08
93.38,7,approach,0.04,0.0
93.43,7,approach,0.05,0.08
93.48,7,approach,0.04,0.08
93.53,7,approach,0.04,0.08
93.58,7,approach,0.06,0.08
93.63,7,approach,0.04,0.08
93.67,7,approach,0.04,0.0
93.72,7,approach,0.03,0.08
93.77,7,approach,0.04,0.0
93.82,7,approach,0.04,0.0
93.86,7,approach,0.04,0.0
93.91,7,approach,0.04,0.0
93.96,7,approach,0.04,0.08
94.01,7,approach,0.05,0.0
94.06,7,approach,0.06,0.08
94.11,7,approach,0.05,0.08
94.15,7,approach,0.04,0.0
94.2,7,approach,0.04,0.08
94.25,7,approach,0.04,0.08
94.3,7,approach,0.06,0.0
94.35,7,approach,0.05,0.08
94.39,7,approach,0.04,0.08
94.44,7,approach,0.04,0.0
94.49,7,approach,0.04,0.08
94.54,7,approach,0.06,0.0
94.59,7,approach,0.04,0.08
94.63,7,approach,0.04,0.08
94.68,7,approach,0.04,0.0
94.73,7,approach,0.04,0.08
94.78,7,approach,0.04,0.08
94.83,7,approach,0.04,0.0
94.88,7,approach,0.04,0.08
94.92,7,approach,0.04,0.08
94.97,7,approach,0.06,0.08
95.02,7,approach,0.04,0.08
95.07,7,approach,0.03,0.0
95.11,7,approach,0.04,0.08
95.16,7,approach,0.05,0.08
95.21,7,approach,0.04,0.08
95.26,7,approach,0.05,0.08
95.31,7,approach,0.04,0.08
95.36,7,approach,0.05,0.08
95.4,7,approach,0.05,0.16
95.45,7,press,0.04,0.08
95.5,7,press,0.04,0.08
95.55,7,press,0.04,0.08
95.6,7,press,0.04,0.16
95.65,7,press,0.04,0.08
95.7,7,press,0.04,0.08
95.75,7,press,0.05,0.16
95.79,7,press,0.04,0.16
95.84,7,press,0.04,0.16
95.89,7,press,0.04,0.16
95.94,7,press,0.05,0.16
95.99,7,press,0.06,0.16
96.03,7,press,0.03,0.16
96.08,7,press,0.03,0.08
